prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
inappropriate_intimacy_basic_004,inappropriate_intimacy,basic,Scientific Computing,Inappropriate Intimacy,1,22,3,60.07,0,0,0,0,,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_basic_005,inappropriate_intimacy,basic,General Software,Inappropriate Intimacy,1,47,2,54.14,0,0,0,12,Data Class;Duplicated Code,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_basic_006,inappropriate_intimacy,basic,E-commerce,Inappropriate Intimacy,1,48,2,100.0,0,0,0,35,Data Class;Duplicated Code;Global State;Magic Numbers/Strings;Middle Man,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_intermediate_001,inappropriate_intimacy,intermediate,Finance,Inappropriate Intimacy,1,58,5,75.36,0,0,0,21,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_intermediate_002,inappropriate_intimacy,intermediate,Healthcare,Inappropriate Intimacy,1,30,2,100.0,0,0,0,8,Data Class;Duplicated Code;Global State;Lazy Class;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_intermediate_003,inappropriate_intimacy,intermediate,Scientific Computing,Inappropriate Intimacy,1,35,2,100.0,0,0,0,42,Data Class;Duplicated Code;Middle Man,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_intermediate_004,inappropriate_intimacy,intermediate,General Software,Inappropriate Intimacy,1,25,2,100.0,0,0,0,7,Data Class;Duplicated Code;Speculative Generality,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_intermediate_005,inappropriate_intimacy,intermediate,E-commerce,Inappropriate Intimacy,1,41,3,89.66,0,0,0,7,Duplicated Code;Global State,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_intermediate_006,inappropriate_intimacy,intermediate,Finance,Inappropriate Intimacy,1,58,5,75.36,0,0,0,21,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
incomplete_library_class_advanced_001,incomplete_library_class,advanced,E-commerce,Incomplete Library Class,1,37,2,100.0,2,0,0,11,Dead Code;Global State;Magic Numbers/Strings;Message Chains,0,,deepseek-coder-6.7b,en
incomplete_library_class_advanced_002,incomplete_library_class,advanced,Finance,Incomplete Library Class,1,52,4,88.29,2,0,0,5,Comments (as smell indicator);Dead Code;Message Chains,0,,deepseek-coder-6.7b,en
incomplete_library_class_advanced_003,incomplete_library_class,advanced,Healthcare,Incomplete Library Class,1,31,2,100.0,2,0,0,7,Duplicated Code;Speculative Generality,0,,deepseek-coder-6.7b,en
incomplete_library_class_advanced_004,incomplete_library_class,advanced,Scientific Computing,Incomplete Library Class,1,70,3,49.18,2,0,0,26,Dead Code;Duplicated Code;God Class / Large Class;Long Parameter List,0,,deepseek-coder-6.7b,en
incomplete_library_class_basic_001,incomplete_library_class,basic,E-commerce,Incomplete Library Class,1,61,6,76.47,2,0,0,5,Dead Code;Duplicated Code,0,,deepseek-coder-6.7b,en
incomplete_library_class_basic_002,incomplete_library_class,basic,Finance,Incomplete Library Class,1,17,3,100.0,0,0,0,6,Data Class;Duplicated Code;Global State;Lazy Class,0,,deepseek-coder-6.7b,en
incomplete_library_class_basic_003,incomplete_library_class,basic,Healthcare,Incomplete Library Class,1,22,3,69.46,2,0,0,3,Duplicated Code;Long Parameter List,0,,deepseek-coder-6.7b,en
incomplete_library_class_basic_004,incomplete_library_class,basic,Scientific Computing,Incomplete Library Class,1,95,5,41.87,3,0,0,6,Deep Nesting;Duplicated Code;Long Method;Long Parameter List;Magic Numbers/Strings,0,,deepseek-coder-6.7b,en
incomplete_library_class_basic_005,incomplete_library_class,basic,General Software,Incomplete Library Class,1,42,3,91.12,3,0,0,10,Data Clumps;Dead Code;Duplicated Code;Feature Envy,0,,deepseek-coder-6.7b,en
incomplete_library_class_intermediate_001,incomplete_library_class,intermediate,E-commerce,Incomplete Library Class,1,55,3,68.22,0,0,0,16,Duplicated Code;Global State;Magic Numbers/Strings,0,,deepseek-coder-6.7b,en
incomplete_library_class_intermediate_002,incomplete_library_class,intermediate,Finance,Incomplete Library Class,1,45,2,68.04,2,0,0,12,Dead Code;Global State;Magic Numbers/Strings,0,,deepseek-coder-6.7b,en
incomplete_library_class_intermediate_003,incomplete_library_class,intermediate,Healthcare,Incomplete Library Class,1,21,2,90.46,0,0,0,7,Duplicated Code;Global State;Magic Numbers/Strings,0,,deepseek-coder-6.7b,en
incomplete_library_class_intermediate_004,incomplete_library_class,intermediate,Scientific Computing,Incomplete Library Class,1,37,3,56.25,0,0,0,17,Duplicated Code;Feature Envy;Magic Numbers/Strings,0,,deepseek-coder-6.7b,en
incomplete_library_class_intermediate_005,incomplete_library_class,intermediate,General Software,Incomplete Library Class,1,33,2,96.93,1,0,0,10,Comments (as smell indicator);Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,0,,deepseek-coder-6.7b,en
lazy_class_advanced_001,lazy_class,advanced,Finance,Lazy Class,1,44,3,53.41,0,0,0,13,Data Class;Duplicated Code,1,0,deepseek-coder-6.7b,en
lazy_class_advanced_002,lazy_class,advanced,Healthcare,Lazy Class,1,63,2,75.61,2,2,0,25,Duplicated Code;Global State;Lazy Class;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
lazy_class_advanced_003,lazy_class,advanced,Scientific Computing,Lazy Class,1,24,2,60.09,1,0,0,9,Duplicated Code;Feature Envy;Lazy Class;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
lazy_class_advanced_004,lazy_class,advanced,General Software,Lazy Class,1,35,2,56.74,0,0,0,16,Duplicated Code;Lazy Class,1,1,deepseek-coder-6.7b,en
lazy_class_advanced_005,lazy_class,advanced,E-commerce,Lazy Class,1,44,3,53.41,0,0,0,13,Data Class;Duplicated Code,1,0,deepseek-coder-6.7b,en
lazy_class_basic_001,lazy_class,basic,E-commerce,Lazy Class,1,5,2,100.0,0,0,0,1,Lazy Class,1,1,deepseek-coder-6.7b,en
lazy_class_basic_002,lazy_class,basic,Finance,Lazy Class,1,8,2,100.0,0,0,0,0,,1,0,deepseek-coder-6.7b,en
lazy_class_basic_003,lazy_class,basic,Healthcare,Lazy Class,1,8,2,100.0,0,0,0,0,,1,0,deepseek-coder-6.7b,en
lazy_class_basic_004,lazy_class,basic,Scientific Computing,Lazy Class,1,26,2,100.0,0,0,0,5,Duplicated Code;Global State;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
lazy_class_basic_005,lazy_class,basic,General Software,Lazy Class,1,9,2,100.0,0,0,0,2,Global State;Lazy Class,1,1,deepseek-coder-6.7b,en
lazy_class_basic_006,lazy_class,basic,E-commerce,Lazy Class,1,21,2,90.65,0,0,0,2,Duplicated Code;Global State,1,0,deepseek-coder-6.7b,en
lazy_class_intermediate_001,lazy_class,intermediate,Finance,Lazy Class,1,31,2,90.52,0,0,0,7,Global State;Lazy Class;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
lazy_class_intermediate_002,lazy_class,intermediate,Healthcare,Lazy Class,1,27,3,86.59,1,0,0,7,Lazy Class;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
lazy_class_intermediate_003,lazy_class,intermediate,Scientific Computing,Lazy Class,1,30,2,92.38,1,1,0,10,Global State;Lazy Class;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
lazy_class_intermediate_004,lazy_class,intermediate,General Software,Lazy Class,1,20,2,63.48,0,0,0,3,Duplicated Code;Lazy Class,1,1,deepseek-coder-6.7b,en
lazy_class_intermediate_005,lazy_class,intermediate,E-commerce,Lazy Class,1,33,3,64.9,1,0,0,5,Duplicated Code;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
long_method_advanced_001,long_method,advanced,General Software,Long Method,1,68,9,57.15,0,0,0,30,Duplicated Code;Global State;Long Method;Magic Numbers/Strings;Switch Statements;Temporary Field,1,1,deepseek-coder-6.7b,en
long_method_advanced_002,long_method,advanced,E-commerce,Long Method,1,47,2,100.0,5,3,0,13,Dead Code;Duplicated Code;Global State;Speculative Generality,1,0,deepseek-coder-6.7b,en
long_method_advanced_003,long_method,advanced,Finance,Long Method,1,59,2,88.8,7,0,1,6,Dead Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_method_advanced_004,long_method,advanced,Healthcare,Long Method,1,47,2,100.0,0,0,0,31,Duplicated Code;Speculative Generality;Temporary Field,1,0,deepseek-coder-6.7b,en
long_method_advanced_005,long_method,advanced,Scientific Computing,Long Method,1,48,2,100.0,1,0,0,5,Duplicated Code;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
long_method_advanced_006,long_method,advanced,General Software,Long Method,1,66,7,62.21,5,0,0,9,Dead Code;Deep Nesting;Duplicated Code;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
long_method_basic_001,long_method,basic,E-commerce,Long Method,1,63,2,84.08,0,0,0,11,Duplicated Code;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_method_basic_002,long_method,basic,Finance,Long Method,1,73,7,73.72,2,0,0,2,Data Clumps;Long Method,1,1,deepseek-coder-6.7b,en
long_method_basic_003,long_method,basic,Healthcare,Long Method,1,49,5,68.69,1,0,0,8,Comments (as smell indicator);Duplicated Code;Global State;Lazy Class;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_method_basic_004,long_method,basic,Scientific Computing,Long Method,1,57,1,80.17,4,1,0,5,Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_method_basic_005,long_method,basic,General Software,Long Method,1,46,3,88.76,0,0,0,9,Comments (as smell indicator);Duplicated Code;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_method_basic_006,long_method,basic,E-commerce,Long Method,1,45,4,65.76,1,0,0,6,Duplicated Code;Global State;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
long_method_basic_007,long_method,basic,Finance,Long Method,1,56,2,100.0,3,0,0,11,Comments (as smell indicator);Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
long_method_intermediate_001,long_method,intermediate,Healthcare,Long Method,1,48,2,100.0,3,0,0,14,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
long_method_intermediate_002,long_method,intermediate,Scientific Computing,Long Method,1,82,6,71.25,0,0,0,63,Duplicated Code;Refused Bequest;Speculative Generality,1,0,deepseek-coder-6.7b,en
long_method_intermediate_003,long_method,intermediate,General Software,Long Method,1,46,2,100.0,1,1,0,12,Duplicated Code;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
long_method_intermediate_004,long_method,intermediate,E-commerce,Long Method,1,62,2,75.21,5,0,0,15,Duplicated Code;Global State;Long Method;Magic Numbers/Strings;Temporary Field,1,1,deepseek-coder-6.7b,en
long_method_intermediate_005,long_method,intermediate,Finance,Long Method,1,49,5,84.72,2,0,0,19,Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_method_intermediate_006,long_method,intermediate,Healthcare,Long Method,1,84,2,100.0,0,0,0,79,Data Class;Duplicated Code;Global State;Lazy Class;Long Parameter List;Refused Bequest;Speculative Generality,1,0,deepseek-coder-6.7b,en
long_method_intermediate_007,long_method,intermediate,Scientific Computing,Long Method,1,48,2,100.0,3,0,0,14,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
long_parameter_list_advanced_001,long_parameter_list,advanced,General Software,Long Parameter List,1,29,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_advanced_002,long_parameter_list,advanced,E-commerce,Long Parameter List,1,41,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_advanced_003,long_parameter_list,advanced,Finance,Long Parameter List,1,25,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_advanced_004,long_parameter_list,advanced,Healthcare,Long Parameter List,1,28,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_advanced_005,long_parameter_list,advanced,Scientific Computing,Long Parameter List,1,28,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_advanced_006,long_parameter_list,advanced,General Software,Long Parameter List,1,29,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_001,long_parameter_list,basic,E-commerce,Long Parameter List,1,17,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_002,long_parameter_list,basic,Finance,Long Parameter List,1,40,10,100.0,3,0,0,3,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_003,long_parameter_list,basic,Healthcare,Long Parameter List,1,14,4,93.19,1,0,0,3,Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_004,long_parameter_list,basic,Scientific Computing,Long Parameter List,1,15,1,100.0,1,0,0,1,Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_005,long_parameter_list,basic,General Software,Long Parameter List,1,40,11,81.49,3,1,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_006,long_parameter_list,basic,E-commerce,Long Parameter List,1,18,1,100.0,1,0,0,1,Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_basic_007,long_parameter_list,basic,Finance,Long Parameter List,1,36,5,85.93,9,7,0,4,Comments (as smell indicator);Dead Code;Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_001,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,21,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_002,long_parameter_list,intermediate,Scientific Computing,Long Parameter List,1,18,5,99.61,4,3,0,1,Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_003,long_parameter_list,intermediate,General Software,Long Parameter List,1,21,2,100.0,2,0,0,7,Data Class;Data Clumps;Duplicated Code;Lazy Class;Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_004,long_parameter_list,intermediate,E-commerce,Long Parameter List,1,3,1,100.0,1,0,0,1,Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_005,long_parameter_list,intermediate,Finance,Long Parameter List,1,4,1,100.0,1,0,0,1,Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_006,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,21,1,100.0,1,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
long_parameter_list_intermediate_007,long_parameter_list,intermediate,Scientific Computing,Long Parameter List,1,18,5,99.61,4,3,0,1,Long Parameter List,1,1,deepseek-coder-6.7b,en
magic_numbers_advanced_001,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,43,8,48.05,6,0,0,19,Data Clumps;Dead Code;Duplicated Code;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_advanced_002,magic_numbers,advanced,Scientific Computing,Magic Numbers/Strings,1,13,11,82.26,11,0,0,15,Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_advanced_003,magic_numbers,advanced,General Software,Magic Numbers/Strings,1,36,21,69.0,1,0,0,18,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_advanced_004,magic_numbers,advanced,E-commerce,Magic Numbers/Strings,1,37,0,95.04,4,2,0,15,Comments (as smell indicator);Dead Code;Global State;Magic Numbers/Strings;Message Chains,1,1,deepseek-coder-6.7b,en
magic_numbers_advanced_005,magic_numbers,advanced,Finance,Magic Numbers/Strings,1,20,2,91.39,2,0,0,8,Comments (as smell indicator);Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_advanced_006,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,43,8,48.05,6,0,0,19,Data Clumps;Dead Code;Duplicated Code;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_basic_001,magic_numbers,basic,E-commerce,Magic Numbers/Strings,1,12,1,97.77,1,0,1,4,Dead Code;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_basic_002,magic_numbers,basic,Finance,Magic Numbers/Strings,1,5,3,74.33,3,0,0,1,Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_basic_003,magic_numbers,basic,Healthcare,Magic Numbers/Strings,1,11,1,85.75,0,0,0,4,Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_basic_004,magic_numbers,basic,Scientific Computing,Magic Numbers/Strings,1,22,4,92.56,3,0,0,23,Long Method;Magic Numbers/Strings;Switch Statements,1,1,deepseek-coder-6.7b,en
magic_numbers_basic_005,magic_numbers,basic,General Software,Magic Numbers/Strings,1,24,7,85.39,8,0,0,15,Long Method;Magic Numbers/Strings;Switch Statements,1,1,deepseek-coder-6.7b,en
magic_numbers_basic_006,magic_numbers,basic,E-commerce,Magic Numbers/Strings,1,12,1,97.77,1,0,1,4,Dead Code;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_intermediate_001,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,20,3,94.0,1,0,0,7,Comments (as smell indicator);Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_intermediate_002,magic_numbers,intermediate,Healthcare,Magic Numbers/Strings,1,12,3,64.36,2,0,0,7,Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_intermediate_003,magic_numbers,intermediate,Scientific Computing,Magic Numbers/Strings,1,23,5,71.54,7,0,0,13,Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_intermediate_004,magic_numbers,intermediate,General Software,Magic Numbers/Strings,1,29,1,82.94,0,0,0,16,Data Clumps;Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_intermediate_005,magic_numbers,intermediate,E-commerce,Magic Numbers/Strings,1,63,1,85.06,2,0,0,14,Comments (as smell indicator);Dead Code;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
magic_numbers_intermediate_006,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,20,3,94.0,1,0,0,7,Comments (as smell indicator);Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
message_chains_advanced_001,message_chains,advanced,Finance,Message Chains,1,21,4,86.31,0,0,0,2,Deep Nesting;Long Method,1,0,deepseek-coder-6.7b,en
message_chains_advanced_002,message_chains,advanced,Healthcare,Message Chains,1,30,3,77.29,0,0,0,8,Data Class;Duplicated Code;Global State;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
message_chains_advanced_003,message_chains,advanced,Scientific Computing,Message Chains,1,39,12,67.6,7,0,0,4,Deep Nesting;Global State;Long Method;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
message_chains_advanced_004,message_chains,advanced,General Software,Message Chains,1,12,12,59.19,8,0,0,1,Deep Nesting,1,0,deepseek-coder-6.7b,en
message_chains_advanced_005,message_chains,advanced,E-commerce,Message Chains,1,11,1,100.0,2,0,0,4,Data Clumps;Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
message_chains_basic_001,message_chains,basic,E-commerce,Message Chains,1,2,1,100.0,0,0,0,1,Message Chains,1,1,deepseek-coder-6.7b,en
message_chains_basic_002,message_chains,basic,Finance,Message Chains,1,5,4,73.01,1,0,0,0,,1,0,deepseek-coder-6.7b,en
message_chains_basic_003,message_chains,basic,Healthcare,Message Chains,1,9,1,100.0,0,0,0,1,Global State,1,0,deepseek-coder-6.7b,en
message_chains_basic_004,message_chains,basic,Scientific Computing,Message Chains,1,5,1,100.0,2,2,0,1,Message Chains,1,1,deepseek-coder-6.7b,en
